trip_date,group,period,trips,avg_fare,avg_cbd_fee
2024-07-19,Manhattan control,Pre,31997,24.028713629402898,0.0
2024-07-20,CBD-bound (treated),Pre,64114,23.874822503665506,0.0
2024-07-20,Manhattan control,Pre,28846,24.105513762740248,0.0
2024-07-21,CBD-bound (treated),Pre,52420,25.00834128195361,0.0
2024-07-21,Manhattan control,Pre,26369,25.125668777731555,0.0
2024-07-22,CBD-bound (treated),Pre,51373,26.467275222393255,0.0
2024-07-22,Manhattan control,Pre,30202,23.766380703264723,0.0
2024-07-23,CBD-bound (treated),Pre,62173,26.390568735624925,0.0
2024-07-23,Manhattan control,Pre,34992,24.466562928669507,0.0
2024-07-24,CBD-bound (treated),Pre,65887,25.79809552719054,0.0
2024-07-24,Manhattan control,Pre,35826,24.079115446882263,0.0
2024-07-25,CBD-bound (treated),Pre,66135,26.387123459590367,0.0
2024-07-25,Manhattan control,Pre,34659,24.995702126431887,0.0
2024-07-26,CBD-bound (treated),Pre,56683,25.622439532134873,0.0
2024-07-26,Manhattan control,Pre,29560,24.136903924221993,0.0
2024-07-27,CBD-bound (treated),Pre,58406,23.945274800534353,0.0
2024-07-27,Manhattan control,Pre,26343,24.27252552860348,0.0
2024-07-28,CBD-bound (treated),Pre,50808,25.180878404975807,0.0
2024-07-28,Manhattan control,Pre,25206,25.57634452114581,0.0
2024-07-29,CBD-bound (treated),Pre,47989,26.39716914292869,0.0
2024-07-29,Manhattan control,Pre,28331,24.102638099608264,0.0
2024-07-30,CBD-bound (treated),Pre,57972,25.59635858690415,0.0
2024-07-30,Manhattan control,Pre,33557,23.837070953899385,0.0
2024-07-31,CBD-bound (treated),Pre,62243,25.436359269315545,0.0
2024-07-31,Manhattan control,Pre,35392,24.23504972875236,0.0
2024-08-01,CBD-bound (treated),Pre,68571,25.648699304370748,0.0
2024-08-01,Manhattan control,Pre,36307,24.132412482441534,0.0
2024-08-02,CBD-bound (treated),Pre,63273,25.38654117870191,0.0
2024-08-02,Manhattan control,Pre,32610,23.191424716344805,0.0
2024-08-03,CBD-bound (treated),Pre,70731,24.387936406950363,0.0
2024-08-03,Manhattan control,Pre,30135,23.461970466235417,0.0
2024-08-04,CBD-bound (treated),Pre,49785,25.383729436577426,0.0
2024-08-04,Manhattan control,Pre,23964,25.211767651477384,0.0
2024-08-05,CBD-bound (treated),Pre,52213,26.566171643077443,0.0
2024-08-05,Manhattan control,Pre,29224,24.171114494935793,0.0
2024-08-06,CBD-bound (treated),Pre,69307,25.437858224999047,0.0
2024-08-06,Manhattan control,Pre,38139,23.793174703059993,0.0
2024-08-07,CBD-bound (treated),Pre,62301,26.475499109163582,0.0
2024-08-07,Manhattan control,Pre,35006,24.50030537622132,0.0
2024-08-08,CBD-bound (treated),Pre,62950,25.97182430500406,0.0
2024-08-08,Manhattan control,Pre,34726,24.36426654380016,0.0
2024-08-09,CBD-bound (treated),Pre,52519,25.09635884156223,0.0
2024-08-09,Manhattan control,Pre,28236,23.39761297634239,0.0
2024-08-10,CBD-bound (treated),Pre,57802,24.08742915470068,0.0
2024-08-10,Manhattan control,Pre,26330,24.132247246487022,0.0
2024-08-11,CBD-bound (treated),Pre,45169,26.30396732272144,0.0
2024-08-11,Manhattan control,Pre,23125,26.689530378378524,0.0
2024-08-12,CBD-bound (treated),Pre,42891,27.007719568207985,0.0
2024-08-12,Manhattan control,Pre,26295,24.11319490397424,0.0
2024-08-13,CBD-bound (treated),Pre,50899,25.547733550757457,0.0
2024-08-13,Manhattan control,Pre,30025,23.739084762697864,0.0
2024-08-14,CBD-bound (treated),Pre,55817,25.425778526255513,0.0
2024-08-14,Manhattan control,Pre,32246,23.763995844445905,0.0
2024-08-15,CBD-bound (treated),Pre,57475,25.77767864288831,0.0
2024-08-15,Manhattan control,Pre,31769,24.15670307532506,0.0
2024-08-16,CBD-bound (treated),Pre,53911,25.1867991690009,0.0
2024-08-16,Manhattan control,Pre,28317,24.17270897340833,0.0
2024-08-17,CBD-bound (treated),Pre,55760,24.356161226685906,0.0
2024-08-17,Manhattan control,Pre,25843,24.013036025229407,0.0
2024-08-18,CBD-bound (treated),Pre,47089,24.86180955212488,0.0
2024-08-18,Manhattan control,Pre,23759,24.612562818300596,0.0
2024-08-19,CBD-bound (treated),Pre,44008,28.405488320305604,0.0
2024-08-19,Manhattan control,Pre,27643,25.178151430742098,0.0
2024-08-20,CBD-bound (treated),Pre,50489,26.56746558656354,0.0
2024-08-20,Manhattan control,Pre,30497,24.775018526412524,0.0
2024-08-21,CBD-bound (treated),Pre,51844,25.965406990201497,0.0
2024-08-21,Manhattan control,Pre,30420,24.12759434582516,0.0
2024-08-22,CBD-bound (treated),Pre,53720,26.638984735666504,0.0
2024-08-22,Manhattan control,Pre,29511,24.715068957337987,0.0
2024-08-23,CBD-bound (treated),Pre,51740,25.77692442984164,0.0
2024-08-23,Manhattan control,Pre,27041,24.603684405162607,0.0
2024-08-24,CBD-bound (treated),Pre,54058,24.23773835510027,0.0
2024-08-24,Manhattan control,Pre,23705,24.59873908458146,0.0
2024-08-25,CBD-bound (treated),Pre,47242,25.393817577579263,0.0
2024-08-25,Manhattan control,Pre,22632,26.11357591021573,0.0
2024-08-26,CBD-bound (treated),Pre,46046,26.45899795856324,0.0
2024-08-26,Manhattan control,Pre,26874,24.499794969115182,0.0
2024-08-27,CBD-bound (treated),Pre,51493,25.89134057056304,0.0
2024-08-27,Manhattan control,Pre,30545,24.17045146505164,0.0
2024-08-28,CBD-bound (treated),Pre,58349,25.45863956537387,0.0
2024-08-28,Manhattan control,Pre,32495,24.262569318356736,0.0
2024-08-29,CBD-bound (treated),Pre,56191,26.62397305618345,0.0
2024-08-29,Manhattan control,Pre,30325,24.865308821104794,0.0
2024-08-30,CBD-bound (treated),Pre,52878,26.85914614773624,0.0
2024-08-30,Manhattan control,Pre,26841,24.729806266532613,0.0
2024-08-31,CBD-bound (treated),Pre,53139,25.15746250399892,0.0
2024-08-31,Manhattan control,Pre,22910,25.00004888694904,0.0
2024-09-01,CBD-bound (treated),Pre,50303,24.973053893406085,0.0
2024-09-01,Manhattan control,Pre,23467,26.05984403630645,0.0
2024-09-02,CBD-bound (treated),Pre,42491,27.48943305641215,0.0
2024-09-02,Manhattan control,Pre,22263,26.883445178098302,0.0
2024-09-03,CBD-bound (treated),Pre,53877,28.862204836943587,0.0
2024-09-03,Manhattan control,Pre,35256,24.976710063535393,0.0
2024-09-04,CBD-bound (treated),Pre,65008,27.641316914841333,0.0
2024-09-04,Manhattan control,Pre,40163,24.789620048303256,0.0
2024-09-05,CBD-bound (treated),Pre,73671,27.459656445548585,0.0
2024-09-05,Manhattan control,Pre,42234,24.690115546716047,0.0
2024-09-06,CBD-bound (treated),Pre,73896,26.415449550719917,0.0
2024-09-06,Manhattan control,Pre,40843,24.33684205371799,0.0
2024-09-07,CBD-bound (treated),Pre,74537,25.123193045064912,0.0
2024-09-07,Manhattan control,Pre,35744,24.268164167412856,0.0
2024-09-08,CBD-bound (treated),Pre,63455,26.01146024741952,0.0
2024-09-08,Manhattan control,Pre,33076,25.03182609747267,0.0
2024-09-09,CBD-bound (treated),Pre,58231,28.101655990795393,0.0
2024-09-09,Manhattan control,Pre,36959,24.06360318190441,0.0
2024-09-10,CBD-bound (treated),Pre,66506,27.063795296664992,0.0
2024-09-10,Manhattan control,Pre,42263,24.80624470577111,0.0
2024-09-11,CBD-bound (treated),Pre,65644,26.056718359636957,0.0
2024-09-11,Manhattan control,Pre,41810,24.12638938053108,0.0
2024-09-12,CBD-bound (treated),Pre,77062,26.4662486050194,0.0
2024-09-12,Manhattan control,Pre,46131,24.667080921723077,0.0
2024-09-13,CBD-bound (treated),Pre,73357,25.47663263219607,0.0
2024-09-13,Manhattan control,Pre,41881,24.030711301067424,0.0
2024-09-14,CBD-bound (treated),Pre,80759,24.24335170073931,0.0
2024-09-14,Manhattan control,Pre,38134,23.67618240939855,0.0
2024-09-15,CBD-bound (treated),Pre,62201,26.69841562032773,0.0
2024-09-15,Manhattan control,Pre,34510,25.17014633439598,0.0
2024-09-16,CBD-bound (treated),Pre,57296,28.07246020664626,0.0
2024-09-16,Manhattan control,Pre,37212,24.177633559067043,0.0
2024-09-17,CBD-bound (treated),Pre,70801,26.37398384203625,0.0
2024-09-17,Manhattan control,Pre,44519,23.9214656663448,0.0
2024-09-18,CBD-bound (treated),Pre,75340,26.796063843907667,0.0
2024-09-18,Manhattan control,Pre,45559,24.365385763515565,0.0
2024-09-19,CBD-bound (treated),Pre,79812,26.941489500325865,0.0
2024-09-19,Manhattan control,Pre,47699,24.733109918447056,0.0
2024-09-20,CBD-bound (treated),Pre,75756,26.47546887375267,0.0
2024-09-20,Manhattan control,Pre,44466,24.473218414069315,0.0
2024-09-21,CBD-bound (treated),Pre,83627,25.356196324153743,0.0
2024-09-21,Manhattan control,Pre,39208,24.619048918588177,0.0
2024-09-22,CBD-bound (treated),Pre,66339,27.125966173744057,0.0
2024-09-22,Manhattan control,Pre,33800,26.127326923077064,0.0
2024-09-23,CBD-bound (treated),Pre,59589,29.024007283223508,0.0
2024-09-23,Manhattan control,Pre,38653,24.656853801774957,0.0
2024-09-24,CBD-bound (treated),Pre,62031,28.18475923328669,0.0
2024-09-24,Manhattan control,Pre,41030,24.88555885937133,0.0
2024-09-25,CBD-bound (treated),Pre,67610,27.779611300103586,0.0
2024-09-25,Manhattan control,Pre,42702,25.605333708023142,0.0
2024-09-26,CBD-bound (treated),Pre,73305,28.04655794284163,0.0
2024-09-26,Manhattan control,Pre,44354,25.257727826126303,0.0
2024-09-27,CBD-bound (treated),Pre,69131,26.28952712965248,0.0
2024-09-27,Manhattan control,Pre,40850,24.22268274173823,0.0
2024-09-28,CBD-bound (treated),Pre,82367,24.14405392936497,0.0
2024-09-28,Manhattan control,Pre,45036,23.08574074074087,0.0
2024-09-29,CBD-bound (treated),Pre,65242,24.78178673247307,0.0
2024-09-29,Manhattan control,Pre,38130,24.343293731969776,0.0
2024-09-30,CBD-bound (treated),Pre,53502,28.27638985458501,0.0
2024-09-30,Manhattan control,Pre,37433,24.24669516202301,0.0
2024-10-01,CBD-bound (treated),Pre,63857,26.45858699907613,0.0
2024-10-01,Manhattan control,Pre,43175,23.807681991893592,0.0
2024-10-02,CBD-bound (treated),Pre,60209,26.54320649736758,0.0
2024-10-02,Manhattan control,Pre,41310,23.838521181312164,0.0
2024-10-03,CBD-bound (treated),Pre,58796,26.201455541193376,0.0
2024-10-03,Manhattan control,Pre,37237,22.793413540296083,0.0
2024-10-04,CBD-bound (treated),Pre,61900,26.422879644588185,0.0
2024-10-04,Manhattan control,Pre,36655,23.238240622016185,0.0
2024-10-05,CBD-bound (treated),Pre,72709,24.9060145236492,0.0
2024-10-05,Manhattan control,Pre,37439,23.141696092310305,0.0
2024-10-06,CBD-bound (treated),Pre,55455,27.063109007303353,0.0
2024-10-06,Manhattan control,Pre,31963,25.26626192785422,0.0
2024-10-07,CBD-bound (treated),Pre,52791,29.42662139379832,0.0
2024-10-07,Manhattan control,Pre,35899,24.63686927212467,0.0
2024-10-08,CBD-bound (treated),Pre,65492,27.58133115495034,0.0
2024-10-08,Manhattan control,Pre,43230,24.434849410132,0.0
2024-10-09,CBD-bound (treated),Pre,71409,26.961406545393555,0.0
2024-10-09,Manhattan control,Pre,45086,24.221968238477707,0.0
2024-10-10,CBD-bound (treated),Pre,79285,26.530709844232938,0.0
2024-10-10,Manhattan control,Pre,49161,24.450408657269097,0.0
2024-10-11,CBD-bound (treated),Pre,70525,26.41772165898634,0.0
2024-10-11,Manhattan control,Pre,43688,23.592536165537595,0.0
2024-10-12,CBD-bound (treated),Pre,76081,24.42916746625313,0.0
2024-10-12,Manhattan control,Pre,40483,22.26017315910396,0.0
2024-10-13,CBD-bound (treated),Pre,61570,25.873575280169035,0.0
2024-10-13,Manhattan control,Pre,32939,25.448799295667904,0.0
2024-10-14,CBD-bound (treated),Pre,54372,26.491976936658755,0.0
2024-10-14,Manhattan control,Pre,33786,23.61566654827455,0.0
2024-10-15,CBD-bound (treated),Pre,69725,28.01175030476886,0.0
2024-10-15,Manhattan control,Pre,44927,24.42709217174544,0.0
2024-10-16,CBD-bound (treated),Pre,74811,27.70902260362788,0.0
2024-10-16,Manhattan control,Pre,45990,24.69322504892381,0.0
2024-10-17,CBD-bound (treated),Pre,76129,28.06766843121544,0.0
2024-10-17,Manhattan control,Pre,44749,25.44331337013128,0.0
2024-10-18,CBD-bound (treated),Pre,74720,26.766468549250572,0.0
2024-10-18,Manhattan control,Pre,43267,24.221372870779255,0.0
2024-10-19,CBD-bound (treated),Pre,80836,24.97704698401703,0.0
2024-10-19,Manhattan control,Pre,39647,23.77601911872281,0.0
2024-10-20,CBD-bound (treated),Pre,64841,26.238880492281247,0.0
2024-10-20,Manhattan control,Pre,35304,25.58455727396339,0.0
2024-10-21,CBD-bound (treated),Pre,56540,28.895097806862527,0.0
2024-10-21,Manhattan control,Pre,37249,24.856604741067,0.0
2024-10-22,CBD-bound (treated),Pre,65138,27.79925143541409,0.0
2024-10-22,Manhattan control,Pre,42464,24.32876907498126,0.0
2024-10-23,CBD-bound (treated),Pre,70125,27.66769868092704,0.0
2024-10-23,Manhattan control,Pre,43851,24.510595197373064,0.0
2024-10-24,CBD-bound (treated),Pre,75825,27.85349251566108,0.0
2024-10-24,Manhattan control,Pre,46564,24.94416995962556,0.0
2024-10-25,CBD-bound (treated),Pre,76159,26.74948121692789,0.0
2024-10-25,Manhattan control,Pre,44275,24.432560135516848,0.0
2024-10-26,CBD-bound (treated),Pre,87340,25.361118960384815,0.0
2024-10-26,Manhattan control,Pre,44417,23.83685165589768,0.0
2024-10-27,CBD-bound (treated),Pre,65213,26.09985478355555,0.0
2024-10-27,Manhattan control,Pre,36280,25.02077370452055,0.0
2024-10-28,CBD-bound (treated),Pre,57730,28.51616421271439,0.0
2024-10-28,Manhattan control,Pre,39089,24.504048965182108,0.0
2024-10-29,CBD-bound (treated),Pre,67187,27.149831366186948,0.0
2024-10-29,Manhattan control,Pre,46134,24.4531213421772,0.0
2024-10-30,CBD-bound (treated),Pre,71231,26.354497901194723,0.0
2024-10-30,Manhattan control,Pre,46478,24.817068290374003,0.0
2024-10-31,CBD-bound (treated),Pre,67988,26.56030108254399,0.0
2024-10-31,Manhattan control,Pre,47522,23.484176381465545,0.0
2024-11-01,CBD-bound (treated),Pre,77384,26.049211206450995,0.0
2024-11-01,Manhattan control,Pre,45351,23.947027849441128,0.0
2024-11-02,CBD-bound (treated),Pre,80614,23.9009768774655,0.0
2024-11-02,Manhattan control,Pre,43469,23.03121488877143,0.0
2024-11-03,CBD-bound (treated),Pre,70777,24.06570128714139,0.0
2024-11-03,Manhattan control,Pre,35853,25.282651660948975,0.0
2024-11-04,CBD-bound (treated),Pre,52417,26.64912013278145,0.0
2024-11-04,Manhattan control,Pre,36160,23.83464712389392,0.0
2024-11-05,CBD-bound (treated),Pre,50511,24.353053988240298,0.0
2024-11-05,Manhattan control,Pre,36072,21.742768906631284,0.0
2024-11-06,CBD-bound (treated),Pre,62351,27.018632098923973,0.0
2024-11-06,Manhattan control,Pre,41394,23.75241266850274,0.0
2024-11-07,CBD-bound (treated),Pre,71382,27.15258692667622,0.0
2024-11-07,Manhattan control,Pre,45465,24.29854767403508,0.0
2024-11-08,CBD-bound (treated),Pre,71968,26.97240217874614,0.0
2024-11-08,Manhattan control,Pre,43814,23.971730497101547,0.0
2024-11-09,CBD-bound (treated),Pre,79135,25.629244202944484,0.0
2024-11-09,Manhattan control,Pre,42670,23.67444902741988,0.0
2024-11-10,CBD-bound (treated),Pre,62191,25.938097956296108,0.0
2024-11-10,Manhattan control,Pre,35112,24.882482057416347,0.0
2024-11-11,CBD-bound (treated),Pre,51102,28.744383390082657,0.0
2024-11-11,Manhattan control,Pre,35762,22.954617471058796,0.0
2024-11-12,CBD-bound (treated),Pre,68279,27.64750465003894,0.0
2024-11-12,Manhattan control,Pre,45779,24.10829288538419,0.0
2024-11-13,CBD-bound (treated),Pre,72703,27.56188080271799,0.0
2024-11-13,Manhattan control,Pre,46683,24.307080950239015,0.0
2024-11-14,CBD-bound (treated),Pre,77997,27.136203828352535,0.0
2024-11-14,Manhattan control,Pre,48627,24.552168342690372,0.0
2024-11-15,CBD-bound (treated),Pre,76822,26.16476816536937,0.0
2024-11-15,Manhattan control,Pre,47782,23.611581348625197,0.0
2024-11-16,CBD-bound (treated),Pre,87493,24.189854159761406,0.0
2024-11-16,Manhattan control,Pre,46157,23.211449400957708,0.0
2024-11-17,CBD-bound (treated),Pre,66763,25.423261686862592,0.0
2024-11-17,Manhattan control,Pre,38619,24.587545508687576,0.0
2024-11-18,CBD-bound (treated),Pre,59502,27.942853517529016,0.0
2024-11-18,Manhattan control,Pre,40230,23.425066368381973,0.0
2024-11-19,CBD-bound (treated),Pre,67670,26.92374390424117,0.0
2024-11-19,Manhattan control,Pre,44657,23.81129498174994,0.0
2024-11-20,CBD-bound (treated),Pre,72309,26.81801961028378,0.0
2024-11-20,Manhattan control,Pre,46981,24.23740150273528,0.0
2024-11-21,CBD-bound (treated),Pre,83972,27.073795550898023,0.0
2024-11-21,Manhattan control,Pre,53048,24.644622417433343,0.0
2024-11-22,CBD-bound (treated),Pre,82740,25.64796640077364,0.0
2024-11-22,Manhattan control,Pre,51272,23.844525667030876,0.0
2024-11-23,CBD-bound (treated),Pre,79089,24.238924376335653,0.0
2024-11-23,Manhattan control,Pre,41110,23.170657261007143,0.0
2024-11-24,CBD-bound (treated),Pre,59232,23.960544975688943,0.0
2024-11-24,Manhattan control,Pre,34013,23.637199600152996,0.0
2024-11-25,CBD-bound (treated),Pre,53711,25.493986334270573,0.0
2024-11-25,Manhattan control,Pre,38613,23.47943749514424,0.0
2024-11-26,CBD-bound (treated),Pre,59446,26.42562931063504,0.0
2024-11-26,Manhattan control,Pre,42800,23.954141355140273,0.0
2024-11-27,CBD-bound (treated),Pre,56683,26.403128980470456,0.0
2024-11-27,Manhattan control,Pre,38633,24.513639634509452,0.0
2024-11-28,CBD-bound (treated),Pre,38638,23.9335643666858,0.0
2024-11-28,Manhattan control,Pre,26789,21.645408563216353,0.0
2024-11-29,CBD-bound (treated),Pre,49378,25.699253716230004,0.0
2024-11-29,Manhattan control,Pre,26055,23.368744578775814,0.0
2024-11-30,CBD-bound (treated),Pre,59029,25.682709685070034,0.0
2024-11-30,Manhattan control,Pre,29913,25.150606759603004,0.0
2024-12-01,CBD-bound (treated),Pre,52463,27.370627489850115,0.0
2024-12-01,Manhattan control,Pre,28825,26.39253495229846,0.0
2024-12-02,CBD-bound (treated),Pre,58941,29.65591744286674,0.0
2024-12-02,Manhattan control,Pre,39386,25.319246940537397,0.0
2024-12-03,CBD-bound (treated),Pre,69588,28.80444947404728,0.0
2024-12-03,Manhattan control,Pre,45182,24.54170466114833,0.0
2024-12-04,CBD-bound (treated),Pre,71560,28.82780589714937,0.0
2024-12-04,Manhattan control,Pre,47704,24.459863114204406,0.0
2024-12-05,CBD-bound (treated),Pre,82267,28.86339407052644,0.0
2024-12-05,Manhattan control,Pre,50028,24.586729031742315,0.0
2024-12-06,CBD-bound (treated),Pre,82217,28.075882238466644,0.0
2024-12-06,Manhattan control,Pre,49400,24.42014392712563,0.0
2024-12-07,CBD-bound (treated),Pre,84974,25.826313578271048,0.0
2024-12-07,Manhattan control,Pre,45873,23.62410066923912,0.0
2024-12-08,CBD-bound (treated),Pre,64349,27.310048951809687,0.0
2024-12-08,Manhattan control,Pre,37510,24.59157451346327,0.0
2024-12-09,CBD-bound (treated),Pre,63188,29.18973650060145,0.0
2024-12-09,Manhattan control,Pre,41782,24.322154037624017,0.0
2024-12-10,CBD-bound (treated),Pre,75337,29.057546225626297,0.0
2024-12-10,Manhattan control,Pre,48656,24.48557834593896,0.0
2024-12-11,CBD-bound (treated),Pre,78560,29.08237805498984,0.0
2024-12-11,Manhattan control,Pre,47471,24.964099976828063,0.0
2024-12-12,CBD-bound (treated),Pre,84307,29.58397440307451,0.0
2024-12-12,Manhattan control,Pre,54481,25.426266771902203,0.0
2024-12-13,CBD-bound (treated),Pre,88905,27.227045160564717,0.0
2024-12-13,Manhattan control,Pre,53622,24.299433068516763,0.0
2024-12-14,CBD-bound (treated),Pre,92524,25.760154338333997,0.0
2024-12-14,Manhattan control,Pre,50995,23.253064221982708,0.0
2024-12-15,CBD-bound (treated),Pre,68861,25.83414748551442,0.0
2024-12-15,Manhattan control,Pre,39940,23.449095893840862,0.0
2024-12-16,CBD-bound (treated),Pre,60423,27.30071760753367,0.0
2024-12-16,Manhattan control,Pre,41796,23.895968752990832,0.0
2024-12-17,CBD-bound (treated),Pre,70078,26.39203102257493,0.0
2024-12-17,Manhattan control,Pre,47181,23.90546469977334,0.0
2024-12-18,CBD-bound (treated),Pre,74506,26.806984940810302,0.0
2024-12-18,Manhattan control,Pre,51133,24.040566366143324,0.0
2024-12-19,CBD-bound (treated),Pre,77065,26.635811198339127,0.0
2024-12-19,Manhattan control,Pre,52064,23.91172518438859,0.0
2024-12-20,CBD-bound (treated),Pre,75384,25.801656319643502,0.0
2024-12-20,Manhattan control,Pre,48162,23.189817490968085,0.0
2024-12-21,CBD-bound (treated),Pre,76276,24.870956657402147,0.0
2024-12-21,Manhattan control,Pre,40615,22.174306044564936,0.0
2024-12-22,CBD-bound (treated),Pre,59529,24.76242050093251,0.0
2024-12-22,Manhattan control,Pre,31523,22.095973733464596,0.0
2024-12-23,CBD-bound (treated),Pre,49537,26.657787714233976,0.0
2024-12-23,Manhattan control,Pre,32937,22.62632328384502,0.0
2024-12-24,CBD-bound (treated),Pre,41188,23.993631883072815,0.0
2024-12-24,Manhattan control,Pre,29295,20.9773336746886,0.0
2024-12-25,CBD-bound (treated),Pre,28116,25.50820742637654,0.0
2024-12-25,Manhattan control,Pre,17529,22.04317188658801,0.0
2024-12-26,CBD-bound (treated),Pre,41404,28.292026374263436,0.0
2024-12-26,Manhattan control,Pre,23371,24.21597792135561,0.0
2024-12-27,CBD-bound (treated),Pre,47373,27.87667257720657,0.0
2024-12-27,Manhattan control,Pre,25915,24.832469998070703,0.0
2024-12-28,CBD-bound (treated),Pre,51624,25.222273748644167,0.0
2024-12-28,Manhattan control,Pre,24498,24.34002122622265,0.0
2024-12-29,CBD-bound (treated),Pre,44056,26.38583802433274,0.0
2024-12-29,Manhattan control,Pre,22263,26.469500516552188,0.0
2024-12-30,CBD-bound (treated),Pre,43587,26.686854107876268,0.0
2024-12-30,Manhattan control,Pre,26100,24.891247509578623,0.0
2024-12-31,CBD-bound (treated),Pre,45625,23.140623342465812,0.0
2024-12-31,Manhattan control,Pre,30694,22.162813253404646,0.0
2025-01-01,CBD-bound (treated),Pre,47208,23.88184248432484,0.0
2025-01-01,Manhattan control,Pre,25231,24.73262296381445,0.0
2025-01-02,CBD-bound (treated),Pre,45530,26.27967999121474,0.0
2025-01-02,Manhattan control,Pre,28031,23.838688951518066,0.0
2025-01-03,CBD-bound (treated),Pre,49336,24.965063847900232,0.0
2025-01-03,Manhattan control,Pre,30617,23.584363915471886,0.0
2025-01-04,CBD-bound (treated),Pre,55486,23.450933749053902,0.0042578308041668
2025-01-04,Manhattan control,Pre,31079,23.230422150005005,0.0013996589336851
2025-01-05,CBD-bound (treated),Post,41925,25.080418843172243,0.6745338647222662
2025-01-05,Manhattan control,Post,26048,24.76527833230969,0.2852552259290541
2025-01-06,CBD-bound (treated),Post,39746,26.1841387812609,0.7099599502294113
2025-01-06,Manhattan control,Post,30651,23.239272454406105,0.272101284479731
2025-01-07,CBD-bound (treated),Post,52097,24.896711518897373,0.733807448925402
2025-01-07,Manhattan control,Post,38479,22.42726682086341,0.2956522738676641
2025-01-08,CBD-bound (treated),Post,61067,24.121967183585223,0.7379791221548722
2025-01-08,Manhattan control,Post,42104,22.38332842485279,0.3087756208845206
2025-01-09,CBD-bound (treated),Post,64015,24.480310396000903,0.7394910993872175
2025-01-09,Manhattan control,Post,43745,22.387383700994505,0.3066758456159296
2025-01-10,CBD-bound (treated),Post,60055,25.268882857380653,0.740054344123947
2025-01-10,Manhattan control,Post,39788,22.45642052880275,0.2913142963973561
2025-01-11,CBD-bound (treated),Post,72218,23.055919715306363,0.7437855982349738
2025-01-11,Manhattan control,Post,38034,21.71836593574178,0.3317437677079771
2025-01-12,CBD-bound (treated),Post,58138,23.78636124393684,0.7434522708899515
2025-01-12,Manhattan control,Post,31520,23.224337246192988,0.3369836867529065
2025-01-13,CBD-bound (treated),Post,54470,25.16460932623453,0.7382686454794575
2025-01-13,Manhattan control,Post,35124,22.486036328436494,0.2997343387084979
2025-01-14,CBD-bound (treated),Post,67633,23.818180326172072,0.7395329363044827
2025-01-14,Manhattan control,Post,42249,22.171341806906817,0.3188112784664132
2025-01-15,CBD-bound (treated),Post,68676,23.95072922127081,0.7391510134544819
2025-01-15,Manhattan control,Post,44318,22.568788528363253,0.3245894277839454
2025-01-16,CBD-bound (treated),Post,76929,24.201265582550153,0.7398097846465822
2025-01-16,Manhattan control,Post,48423,23.443812237986176,0.3287496719904873
2025-01-17,CBD-bound (treated),Post,66476,24.273672001925483,0.7399713917097015
2025-01-17,Manhattan control,Post,41478,22.939898259318305,0.3006886277840254
2025-01-18,CBD-bound (treated),Post,70825,22.08374726438397,0.743503217573108
2025-01-18,Manhattan control,Post,36351,21.765498335671747,0.3391566547386689
2025-01-19,CBD-bound (treated),Post,68762,20.94414284052236,0.7444889226214668
2025-01-19,Manhattan control,Post,34865,21.745650652516943,0.3389408031740025
2025-01-20,CBD-bound (treated),Post,45725,25.122839365773626,0.7418730249928182
2025-01-20,Manhattan control,Post,29294,23.02294019253098,0.279302998123405
2025-01-21,CBD-bound (treated),Post,63391,24.793754160685275,0.7394619800129356
2025-01-21,Manhattan control,Post,42800,22.65193948598144,0.3072119722848856
2025-01-22,CBD-bound (treated),Post,70794,23.567045936096314,0.7398373945173699
2025-01-22,Manhattan control,Post,44969,22.424815761969455,0.3222635189089857
2025-01-23,CBD-bound (treated),Post,77188,23.882279369850316,0.7394616493428212
2025-01-23,Manhattan control,Post,48381,22.56051714516031,0.3245703468921119
2025-01-24,CBD-bound (treated),Post,71208,23.69731729580937,0.7396182352280313
2025-01-24,Manhattan control,Post,45232,22.39396599752401,0.2988120678144185
2025-01-25,CBD-bound (treated),Post,82111,21.927905518139973,0.7437019652539308
2025-01-25,Manhattan control,Post,41974,22.144324105398656,0.3480218741514049
2025-01-26,CBD-bound (treated),Post,56647,23.25644535456424,0.7423305648127967
2025-01-26,Manhattan control,Post,31804,23.20526694755386,0.3316613067018962
2025-01-27,CBD-bound (treated),Post,47730,25.8381009847056,0.7362571599682175
2025-01-27,Manhattan control,Post,35085,22.403117001567665,0.2944482509831317
2025-01-28,CBD-bound (treated),Post,61198,24.335814732507536,0.7398338056250404
2025-01-28,Manhattan control,Post,41916,22.42401016318361,0.3200740079059217
2025-01-29,CBD-bound (treated),Post,66075,24.112161029133475,0.7383936801529684
2025-01-29,Manhattan control,Post,42235,22.549894400378964,0.3315613567524333
2025-01-30,CBD-bound (treated),Post,73746,24.155810891438133,0.7402584677343648
2025-01-30,Manhattan control,Post,46303,23.131763600630737,0.3286063451776441
2025-01-31,CBD-bound (treated),Post,73861,23.59897320642821,0.74105769208543
2025-01-31,Manhattan control,Post,45987,22.27439645986922,0.2978534542930634
2025-02-01,CBD-bound (treated),Post,91028,22.110759436656853,0.7439081997820023
2025-02-01,Manhattan control,Post,43636,21.4934586121551,0.3406804506108979
2025-02-02,CBD-bound (treated),Post,69800,22.530739398280797,0.7435605932917579
2025-02-02,Manhattan control,Post,37396,22.60046742967175,0.3299592738482971
2025-02-03,CBD-bound (treated),Post,51141,25.66631743610795,0.7357057597792294
